Address,Distance to Nearest Park,Nearest Park,Park Quality,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude
"6/414 Sherrard Street, Black Hill VIC 3350",0.415793918,Walter J. Jones Memorial Park,Poor Park,2,1,1,House,330,-37.5532875,143.8685906
"16 Orion Street, Sebastopol VIC 3356",1.456587844,Morshead Park,Poor Park,3,1,2,House,400,-37.5843959,143.8438458
"603 Union Road, Katandra West VIC 3634",25.01664697,Cudgee Park,Poor Park,3,1,0,House,300,-36.1854194,145.5588957
"1/14 Stuart Street, Darnum VIC 3822",7.831817489,Allambee Gardens,Poor Park,2,1,2,House,380,-38.1993595,146.0035975
"10 Charlesworth Street, Laverton VIC 3028",3.068329678,Altona Green Park,Poor Park,3,1,1,House,400,-37.8595045,144.7753925
"925 Brown Coalmine Road, Tyers VIC 3844",2.103021233,Wirilda Environment Park,Poor Park,2,1,0,House,400,-38.1505234,146.4675972
"20 Canterbury Street, Brown Hill VIC 3350",1.059859634,Ballarat Community Garden,Poor Park,3,1,1,House,360,-37.5553499,143.8883554
"1/11 Government Road, Frankston VIC 3199",1.201668107,Frankston Park,Poor Park,1,1,1,House,360,-38.1485878,145.1340717
"39/2-10 Steele Street, Cowes VIC 3922",0.758189414,Amaroo Park Phillip Island,Poor Park,1,1,1,House,330,-38.4486464,145.2431152
"56 Rose Avenue, Norlane VIC 3214",2.20344983,Fountain of Friendship Park,Poor Park,2,1,1,House,350,-38.0880319,144.3624367
"92 Rundell Street, Ararat VIC 3377",73.57419439,Black Range State Park,Poor Park,3,1,1,House,350,-37.287663,142.942839
"41 Yarra Avenue, Reservoir VIC 3073",4.197978956,Hayes Park,Poor Park,3,2,2,House,390,-37.7193558,145.0196945
"15 Hopkins Street, Winchelsea VIC 3241",28.39092371,Ocean Country Park,Poor Park,3,1,1,House,390,-38.2403973,143.9949164
"611 Ascot Street South, Redan VIC 3350",1.346867778,Morshead Park,Poor Park,4,1,3,House,395,-37.574058,143.8423145
"6/11 Henry Street, St Albans VIC 3021",2.864363369,Cairnlea Park,Poor Park,2,1,1,House,370,-37.7360238,144.8087659
"40 Wendover Avenue, Norlane VIC 3214",2.108062145,Fountain of Friendship Park,Poor Park,2,1,1,House,360,-38.0927894,144.3619127
"523 Corangamite Lake Road, Cororooke VIC 3254",61.33532634,Brucknell Park Scout Camp,Poor Park,3,1,0,House,400,-38.2891352,143.5222146
"23 Montgomery Street, Wendouree VIC 3355",0.833541527,Pioneer Park,Poor Park,3,1,1,House,350,-37.5234139,143.8311314
"2 Little Crescent, Traralgon VIC 3844",0.391400356,Park,Poor Park,3,1,1,House,345,-38.204702,146.5543241
"10 Bridgeford Crescent, Melton South VIC 3338",3.187238104,Friends Of The Melton Botanic Garden,Poor Park,3,1,2,House,400,-37.7135167,144.5754712
"101 Callow Street, Ballarat East VIC 3350",0.44052422,Old Eastern Townhall Gardens,Poor Park,3,1,1,House,340,-37.5676215,143.8715238
"121 Napier Street, Creswick VIC 3363",1.123372902,Creswick Holiday Park,Poor Park,4,1,2,House,390,-37.4283344,143.8920304
"8 Hitchcock Street, Breakwater VIC 3219",2.971300597,Friends of Geelong Botanic Gardens,Good Park,3,1,1,House,350,-38.1777263,144.3794747
"17 Service Road, Blackburn VIC 3130",4.076998469,Wattle Park,Poor Park,9,2,0,House,260,-37.8167517,145.1431254
"49 Dickson Street, Sunshine VIC 3020",4.560213703,Cairnlea Park,Poor Park,1,1,1,House,280,-37.786765,144.8341301
"3A Hodges Court, Breakwater VIC 3219",3.06603336,Friends of Geelong Botanic Gardens,Good Park,3,1,0,House,380,-38.1785813,144.3793524
"51 The Boulevard, Morwell VIC 3840",1.01824225,MERA Community Park,Poor Park,3,1,1,House,380,-38.2306884,146.4255404
"804 Macarthur Street, Ballarat Central VIC 3350",1.156460422,Walter J. Jones Memorial Park,Poor Park,3,1,0,House,400,-37.5498944,143.8513526
"803 Malvern Road, Toorak VIC 3142",2.059378214,Como House & Garden,Average Park,1,1,0,House,330,-37.8502707,145.0211746
"5 Bellbird Avenue, Norlane VIC 3214",1.715466891,Fountain of Friendship Park,Poor Park,2,1,1,House,370,-38.0868523,144.3562
"5 Eyckens Road, Lucas VIC 3350",4.980673259,Ballarat Botanical Gardens,Good Park,3,3,2,House,330,-37.5479857,143.7648382
"1112 Grevillea Road, Wendouree VIC 3355",1.151180738,Pioneer Park,Poor Park,3,1,2,House,390,-37.5274068,143.8318643
"15 Kyle Street, Sebastopol VIC 3356",2.490865645,Morshead Park,Poor Park,3,1,1,House,360,-37.5974883,143.8452073
"20 Verdon Street, Sebastopol VIC 3356",0.904193133,Morshead Park,Poor Park,3,1,2,House,395,-37.58444,143.8366044
"16 Clarkson Street, Sebastopol VIC 3356",0.972700019,Morshead Park,Poor Park,3,1,1,House,390,-37.5833744,143.8383953
"13 Burke Street, Mortlake VIC 3272",40.77713409,NRMA Warrnambool Riverside Holiday Park,Average Park,2,1,1,House,300,-38.082566,142.8020139
"4 Grano Street, Ararat VIC 3377",73.27810166,Black Range State Park,Poor Park,4,1,1,House,390,-37.2818548,142.9414089
"62 Park Street, Wendouree VIC 3355",1.531442232,Pioneer Park,Poor Park,3,1,2,House,400,-37.533453,143.8266442
"14A Hastings Street, Wendouree VIC 3355",1.50732844,Pioneer Park,Poor Park,3,1,0,House,330,-37.5319377,143.8308863
"4 Taroonga Court, Norlane VIC 3214",1.042276033,Fountain of Friendship Park,Poor Park,2,1,2,House,370,-38.097302,144.3478609
"4 French Street, Thomastown VIC 3074",8.773457951,Hayes Park,Poor Park,4,1,2,House,350,-37.6781665,145.0185729
"12 Prince Street, Sebastopol VIC 3356",3.765787048,Morshead Park,Poor Park,3,1,2,House,390,-37.6126818,143.8362973
"1849 Colac-Ballarat Road, Rokewood VIC 3330",16.6006627,Enfield State Park,Poor Park,2,1,0,House,350,-37.9004374,143.7155743
"27 Tuson Street, Ararat VIC 3377",72.59335049,Black Range State Park,Poor Park,3,1,1,House,390,-37.2878605,142.9312336
"18 Deutgam Street, Werribee VIC 3030",2.726483499,Victoria State Rose Garden,Good Park,2,1,1,House,400,-37.9081682,144.6561205
"16 Tannin Way, Waurn Ponds VIC 3216",6.143678601,Barwon Valley Park,Average Park,1,1,0,House,170,-38.214489,144.3062238
"29 Fraser Street, Nathalia VIC 3638",0.567598645,Barmah National Park,Poor Park,3,1,6,House,390,-36.0540583,145.207062
"Rooms 1,3/8/88-88A Paisley Street, Footscray VIC 3011",5.433043734,Flagstaff Gardens,Poor Park,1,1,0,House,200,-37.8000804,144.8941173
"179 Howe Street, Miners Rest VIC 3352",4.323581755,Pioneer Park,Poor Park,3,1,0,House,340,-37.4847883,143.8020143
"3816 Omeo Highway, Eskdale VIC 3701",104.4347618,Mirimbah Park,Poor Park,3,1,2,House,360,-36.4647709,147.2544804
"1/7 Whitehorse Road, Mount Clear VIC 3350",3.433232527,NRMA Ballarat Holiday Park,Average Park,2,1,1,House,300,-37.603398,143.8670082
"13 Woolenook Way, Coongulla VIC 3860",3.824832824,Wallaby Rise Bush Camping Park,Poor Park,3,1,1,House,400,-37.895129,146.7816265
"26 Luttet Street, Creswick VIC 3363",0.664200631,Creswick Holiday Park,Poor Park,3,1,0,House,380,-37.4211606,143.8848127
"1047 Bungaree-Creswick Road, Bungaree VIC 3352",9.114851125,Ballarat Wildlife Park,Good Park,3,1,1,House,380,-37.5531977,143.9940002
"3 McEntee Court, Traralgon VIC 3844",0.267140948,Park,Poor Park,3,1,2,House,400,-38.2058857,146.5538713
"Room 4/2/11 Franklin Court, Frankston VIC 3199",1.524641475,Frankston Park,Poor Park,1,1,0,House,190,-38.1450265,145.1374603
"94 Otway Street, Portland VIC 3305",40.18766147,Yambuk Lake Caravan Park,Poor Park,3,1,1,House,390,-38.3416299,141.5939166
"5 Queen Street North, Ballarat East VIC 3350",0.099907028,Ballarat Community Garden,Poor Park,4,1,3,House,365,-37.5595075,143.8764736
"99 Clunes Road, Creswick VIC 3363",0.973048572,Creswick Holiday Park,Poor Park,3,1,1,House,380,-37.4096258,143.8894732
"36 Lansell Street, East Bendigo VIC 3550",1.207311066,Yi Yuan Chinese Garden,Poor Park,2,1,1,House,400,-36.7554936,144.2963655
"10 Towong Street, Alfredton VIC 3350",1.633109225,Ballarat Botanical Gardens,Good Park,3,1,1,House,390,-37.5558793,143.8068271
Park Orchards VIC 3114,7.753100709,Westerfolds Park,Good Park,6,3,3,House,330,-37.7760752,145.2148736
"1/103 Stanhope Street, West Footscray VIC 3012",5.310793454,Altona Memorial Park,Poor Park,1,1,0,House,185,-37.7951613,144.865131
"Room 9/14 Bondi Avenue, Frankston VIC 3199",1.702951918,BIG4 Mornington Peninsula Holiday Park - Frankston,Poor Park,1,1,0,House,325,-38.1595003,145.1367837
"62 Bushlark Crs, Williams Landing VIC 3027",5.519645735,Altona Green Park,Poor Park,1,3,0,House,195,-37.8553228,144.7338342
"721 Latrobe Street, Redan VIC 3350",0.805636925,Morshead Park,Poor Park,3,2,1,House,400,-37.5722372,143.830172
"2/108 Central Springs Road, Daylesford VIC 3460",1.639790505,Wombat Hill Botanic Gardens,Average Park,2,1,1,House,300,-37.3425609,144.1321134
"20 Sarena Parade, Robertsons Beach VIC 3971",29.35061819,Tarra-Bulga National Park,Good Park,3,1,4,House,400,-38.6592553,146.7321354
"17 Dawson Street, Reservoir VIC 3073",6.803698068,Hayes Park,Poor Park,1,2,0,House,155,-37.7005802,144.9875507
"2 Koonwarra-Inverloch Road, Koonwarra VIC 3954",0.306745795,Nirvana Park,Poor Park,1,1,0,House,400,-38.5471151,145.946772
"Room 5, 5 Ficinia Mews, Highton VIC 3216",4.669184802,Barwon Valley Park,Average Park,1,1,1,House,180,-38.1992355,144.3066553
"5 Bell Street, Redan VIC 3350",1.480838488,Morshead Park,Poor Park,3,1,1,House,370,-37.5787231,143.8453645
"153 Boolarra South - Mirboo North Road, Mirboo North VIC 3871",23.05935032,Pearl Park,Poor Park,2,1,2,House,340,-38.4459656,146.2348151
"18 Goold Street, Burwood VIC 3125",2.098549471,Wattle Park,Poor Park,1,1,0,House,280,-37.8548392,145.1173019
"16 Waranga Street, Dandenong North VIC 3175",3.601084208,Churchill National Park,Average Park,7,1,0,House,150,-37.9422542,145.211961
"Room 3, 55 Willesden Drive, Waurn Ponds VIC 3216",5.656784449,Barwon Valley Park,Average Park,1,1,1,House,170,-38.2110366,144.309919
"37 Buldah Street, Dandenong North VIC 3175",3.487788316,Churchill National Park,Average Park,5,1,0,House,170,-37.9415656,145.2136006
"618 Mount Gaspard Road, Walmer VIC 3463",10.39700242,Castlemaine Botanical Gardens,Good Park,2,1,0,House,345,-36.9618786,144.1861756
"6B Great Ocean Road, Port Campbell VIC 3269",20.35476736,Brucknell Park Scout Camp,Poor Park,3,1,2,House,375,-38.6168621,142.9993218
"103 Humffray Street North, Ballarat East VIC 3350",0.728626867,Old Eastern Townhall Gardens,Poor Park,3,1,2,House,400,-37.558182,143.8687465
"7/1064-1066 Whitehorse Road, Box Hill VIC 3128",3.002933644,Wattle Park,Poor Park,1,1,0,House,200,-37.819143,145.129643
"6/8 Clarke Street, Kennington VIC 3550",1.401641887,Civic Garden at Town Hall,Poor Park,2,1,1,House,400,-36.7671798,144.295048
"12 Barkly Street, Cranbourne VIC 3977",9.324160873,Wilson Botanic Park Berwick,Good Park,1,1,0,House,240,-38.1019594,145.2876747
"57 Ballarat Road, Footscray VIC 3011",4.759827913,Flagstaff Gardens,Poor Park,1,1,0,House,250,-37.7951024,144.9039979
"5 Elsworth Street, Canadian VIC 3350",0.998182659,NRMA Ballarat Holiday Park,Average Park,2,1,1,House,275,-37.581688,143.8710468
"17 Mauger Street, Wendouree VIC 3355",0.472258026,Pioneer Park,Poor Park,3,1,1,House,380,-37.5221598,143.8273317
"6 Katelyn Court, Waurn Ponds VIC 3216",5.505864496,Barwon Valley Park,Average Park,1,2,0,House,165,-38.2070566,144.3043021
"148 Station Street, Burwood VIC 3125",1.536319564,Wattle Park,Poor Park,1,2,0,House,220,-37.8445871,145.1212557
"5 Broadacres Court, Narre Warren VIC 3805",3.623861965,Wilson Botanic Park Berwick,Good Park,1,1,0,House,195,-38.0150576,145.2985252
"3/1877 Point Nepean Road, Tootgarook VIC 3941",6.000152677,Beachside Garden and Property Maintenance,Poor Park,2,1,1,House,370,-38.368317,144.8574806
"21 Rodd Street, Dandenong VIC 3175",5.263021637,Churchill National Park,Average Park,1,1,0,House,200,-37.9853297,145.2090065
"24 Yarra Park Drive, Sebastopol VIC 3356",1.662575787,Morshead Park,Poor Park,2,1,1,House,350,-37.5941932,143.8260928
"23 Rowe Street, Black Hill VIC 3350",0.51616848,Walter J. Jones Memorial Park,Poor Park,3,1,0,House,390,-37.5564862,143.8644896
"16 Browns Parade, Wendouree VIC 3355",1.696080304,Ballarat Botanical Gardens,Good Park,3,1,2,House,390,-37.5384499,143.8374732
"309 Errard Street South, Ballarat Central VIC 3350",0.786303179,Sturt Street Gardens,Poor Park,3,2,1,House,370,-37.5679395,143.8479268
"5 Morris, Dandenong North VIC 3175",3.353594857,Churchill National Park,Average Park,1,1,0,House,205,-37.9555699,145.2133143
"37 Alamien Street, Morwell VIC 3840",1.467883301,MERA Community Park,Poor Park,2,1,0,House,330,-38.2329775,146.4204205
"36 Flannery Avenue, Bundoora VIC 3083",6.311633104,Heide Park,Poor Park,1,1,0,House,270,-37.7030488,145.0594915
"16 Rotunno Drive, Charlemont VIC 3217",5.224786735,Barwon Valley Park,Average Park,1,1,2,House,350,-38.209946,144.3558323
"13 Norris Crescent, Bundoora VIC 3083",7.124720094,Hayes Park,Poor Park,1,1,0,House,260,-37.6958165,145.0411077
"2670 Grand Ridge Road, Hallston VIC 3953",8.889855517,Mount Worth State Park,Poor Park,3,1,2,House,370,-38.357706,146.04047
"41 Iona Avenue, Belmont VIC 3216",1.729324871,Barwon Valley Park,Average Park,3,1,3,House,190,-38.1771873,144.3253258
"4 Sharman Court, Bundoora VIC 3083",8.303719133,Heide Park,Poor Park,1,1,0,House,340,-37.6846839,145.0578705
"159B Hogan Street, Tatura VIC 3616",12.71000491,Aspen Lodge Caravan Park,Poor Park,1,1,0,House,260,-36.4399955,145.2291452
"rooms 1-7/4 Lanark Court, Wodonga VIC 3690",110.3291668,Mount Samaria State Park,Poor Park,7,2,2,House,230,-36.1172312,146.8657147
"58 Newman Crescent, Traralgon VIC 3844",1.04747891,Park,Poor Park,3,1,1,House,370,-38.1996141,146.5581632
"50 Childers Street, Cranbourne VIC 3977",10.37425261,Wilson Botanic Park Berwick,Good Park,1,1,1,House,345,-38.1128418,145.2887566
Burwood VIC 3125,1.171756489,Wattle Park,Poor Park,5,2,5,House,200,-37.8483275,145.1099967
"7 Lachlan Road, Melton South VIC 3338",2.541659582,Turpentine/Botanica Springs Blvd Park,Poor Park,3,1,2,House,340,-37.7087598,144.5646578
"1/71 Washington Street, Traralgon VIC 3844",0.871460427,Lloyd Park,Poor Park,3,2,2,House,390,-38.1968362,146.520161
"30 Daly Boulevard, Highton VIC 3216",4.435136734,Barwon Valley Park,Average Park,9,2,2,House,130,-38.196303,144.3061656
"2 Clunes Street, Kingsbury VIC 3083",4.939013932,Hayes Park,Poor Park,8,2,0,House,160,-37.7170676,145.0417367
"26 Warbla Street, Dandenong North VIC 3175",4.639602991,Churchill National Park,Average Park,7,5,2,House,220,-37.9671967,145.2021142
"48 Childers Street, Cranbourne VIC 3977",10.37821504,Wilson Botanic Park Berwick,Good Park,1,1,0,House,345,-38.1128054,145.2885409
"52 Childers Street, Cranbourne VIC 3977",10.37190978,Wilson Botanic Park Berwick,Good Park,1,1,0,House,345,-38.1128943,145.2889738
"2/52 Childers Street, Cranbourne VIC 3977",10.37190978,Wilson Botanic Park Berwick,Good Park,1,1,1,House,345,-38.1128943,145.2889738
"22 Glenroy Road, Glenroy VIC 3046",8.950729404,Princes Park,Poor Park,3,1,1,House,385,-37.7069797,144.9362351
"4/9A Smith. Street, North Bendigo VIC 3550",1.046126964,Yi Yuan Chinese Garden,Poor Park,1,1,1,House,400,-36.7458884,144.2801357
"8 Jang Place, Kurunjang VIC 3337",2.143871142,Friends Of The Melton Botanic Garden,Poor Park,4,2,2,House,400,-37.6689023,144.5928795
"2/124 Merrijig Drive, Torquay VIC 3228",3.387896874,Torquay Foreshore Caravan Park,Poor Park,1,1,0,House,320,-38.3088227,144.3311867
"30 Chaucer Street, Hamilton VIC 3300",67.03860767,Yambuk Lake Caravan Park,Poor Park,3,1,3,House,380,-37.7374531,142.0249611
"2 Park Street, Red Cliffs VIC 3496",239.7756453,Schneider Gardens,Poor Park,3,1,0,House,370,-34.3019172,142.1902974
"1/104 Percy St, Portland VIC 3305",39.30742553,Yambuk Lake Caravan Park,Poor Park,2,1,0,House,350,-38.3452282,141.6040443
"5/18 Blayney Ln, Nagambie VIC 3608",13.59676198,Locksley Stud Park,Poor Park,1,1,1,House,320,-36.791902,145.1503239
"66 Rowe Street, Ouyen VIC 3490",156.3470034,Schneider Gardens,Poor Park,3,1,2,House,300,-35.0671192,142.3168149
"11 Mansfield Court, Bundoora VIC 3083",6.304719685,Heide Park,Poor Park,1,1,4,House,300,-37.703576,145.0578895
"15 Rupert Street, Broadford VIC 3658",13.25747268,Kilmore Caravan Park,Poor Park,3,1,0,House,400,-37.2046382,145.0596633
"35 Dunne Street, Kingsbury VIC 3083",5.039264268,Hayes Park,Poor Park,1,3,2,House,325,-37.7152203,145.0393175
"4 North Valley Road, Highton VIC 3216",1.725590825,Barwon Valley Park,Average Park,1,1,1,House,175,-38.1705805,144.3193487
"39 Reynolds Street, Paynesville VIC 3880",84.87681477,Wallaby Rise Bush Camping Park,Poor Park,2,1,1,House,350,-37.9149622,147.716008
"7 Tulloch Street, Morwell VIC 3840",1.507052484,MERA Community Park,Poor Park,2,1,0,House,300,-38.2295591,146.4158061
"4b Ponderosa Place, Dromana VIC 3936",1.151743989,Kangerong Holiday Park,Poor Park,2,1,1,House,390,-38.3298258,144.9845097
"4 Theodore Street, Flora Hill VIC 3550",1.500415107,Kennington Reservoir parkrun,Poor Park,2,1,3,House,380,-36.7739152,144.2944879
"4/51-53 Pannam Drive, Hoppers Crossing VIC 3029",6.969819035,Victoria State Rose Garden,Good Park,2,1,1,House,400,-37.868439,144.697651
"22 Casuarina Street, Kilmore VIC 3764",1.823529031,Kilmore Caravan Park,Poor Park,2,1,1,House,380,-37.2918257,144.9305891
"17 Coster Street, Benalla VIC 3672",23.49555721,Merton Park,Poor Park,2,1,1,House,350,-36.5538232,145.9910101
"9/150 Brunswick Road, Brunswick VIC 3056",0.838020487,Princes Park,Poor Park,1,1,1,House,400,-37.7776017,144.9633057
"2 Cobham Court, Corio VIC 3214",1.764969213,Fountain of Friendship Park,Poor Park,3,1,3,House,390,-38.0768357,144.3426801
"138 Sturt Street, Echuca VIC 3564",1.097836966,Hopwood Gardens,Poor Park,2,1,1,House,374,-36.1270402,144.75392
"10 Craigie Street, Harcourt VIC 3453",3.403927479,Mount Alexander Regional Park,Poor Park,3,1,1,House,360,-36.9924083,144.2676405
"17 Mcinnes Cres, Churchill VIC 3842",8.403607865,Morwell Centenary Rose Garden,Average Park,4,2,2,House,360,-38.3094855,146.4156595
"11 Jackson Street, Horsham VIC 3400",0.420000002,Lions Club River Park,Poor Park,3,1,0,House,390,-36.7214364,142.1896391
"206 High Street, Broadford VIC 3658",13.70548478,Kilmore Caravan Park,Poor Park,2,1,2,House,330,-37.2005174,145.0617447
"5 Chapel Street, Kangaroo Flat VIC 3555",0.180548215,Kangaroo Flat Native Botanic Gardens,Poor Park,3,1,1,House,400,-36.7983575,144.2457504
"55 Albert Street, Horsham VIC 3400",0.219460107,Charisma Park,Poor Park,3,1,1,House,290,-36.7010975,142.2047877
"118 Bennett Road, Horsham VIC 3400",0.31320234,Lions Club River Park,Poor Park,3,1,1,House,350,-36.7233607,142.1869377
"1 Farmers Street, Kaniva VIC 3419",68.29129752,Centenary Park Camping & Picnic Area,Poor Park,3,1,1,House,280,-36.3823105,141.2456353
"30 Centre Road, Venus Bay VIC 3956",0.410168122,Venus Bay Caravan Park,Poor Park,3,2,2,House,400,-38.6987163,145.820724
"3 Soles Street, Rutherglen VIC 3685",92.0294342,Merton Park,Poor Park,3,1,1,House,350,-36.0578163,146.4616977
"2/26 Day Street, East Bendigo VIC 3550",1.357270367,Harcourt Dog Park,Poor Park,1,1,1,House,200,-36.7520095,144.2999366
"33 View Street, Castlemaine VIC 3450",0.951644514,BIG4 Castlemaine Gardens Holiday Park,Poor Park,2,1,2,House,395,-37.0614731,144.2076651
"Unit 4, 10 Beasy Court, Mildura VIC 3500",251.9840355,Schneider Gardens,Poor Park,2,1,2,House,350,-34.1900866,142.1414522
"Unit 1, 83 Jacaranda Street, Red Cliffs VIC 3496",238.7829916,Schneider Gardens,Poor Park,3,1,2,House,385,-34.3106984,142.1868962
"50B Station Street, Wallan VIC 3756",14.05000163,Hudson Park Playground,Poor Park,1,1,0,House,400,-37.414045,145.0055826
"6A Goold Street, Burwood VIC 3125",2.165298765,Wattle Park,Poor Park,1,1,0,House,300,-37.8550089,145.1184418
"398 Dairtnunk Avenue, Cardross VIC 3496",241.239676,Schneider Gardens,Poor Park,1,1,0,House,350,-34.2868589,142.1437534
"801 Fourteenth Street, Mildura VIC 3500",250.8697405,Schneider Gardens,Poor Park,2,1,1,House,350,-34.2003624,142.1491317
"203 Waiora Road, Heidelberg Heights VIC 3081",3.402637756,Heide Park,Poor Park,1,1,0,House,280,-37.7320629,145.0601264
"6 Aberdeen St, Geelong West VIC 3218",0.480625122,Johnstone Park,Average Park,1,12,8,House,300,-38.147107,144.3515405
"12 Malleehen Road, Werribee VIC 3030",4.541520161,Victoria State Rose Garden,Good Park,3,1,1,House,400,-37.8876395,144.6793158
"1/182 Tenth St, Mildura VIC 3500",252.7864938,Schneider Gardens,Poor Park,2,1,1,House,395,-34.1832688,142.1538063
